,Company,Name,Model,Kms_Driven,Model Year,Reg Year,City,Engine Capacity,Insurance,Automatic,Power,Fuel Type,Ownership,Number of Seats,Mileage,X-factor,Price
13012,Toyota,Corolla,"['Altis', 'VL', 'AT']",51200,2016,2016,Mumbai,1798,2,True,138.03,0,2,5,14.28,Sedan,875000
13013,Jeep,Compass,"['1.4', 'Limited']",42000,2018,2018,Mumbai,1368,2,True,160.0,0,1,5,16.0,SUV,1295000
13014,Toyota,Corolla,"['Altis', 'G', 'AT']",101000,2014,2014,Mumbai,1798,1,True,138.03,0,1,5,14.28,Sedan,498000
13015,BMW,X3,"['xDrive', '20d', 'Luxury', 'Line']",32001,2018,2018,Mumbai,1995,2,True,187.7,1,1,5,16.55,SUV,4775000
13016,BMW,3,"['Series', '320d', 'Sport']",6001,2020,2020,Mumbai,1995,2,True,187.74,1,1,5,19.62,Sedan,4350000
13017,Audi,A4,"['2.0', 'TDI']",51000,2014,2014,Mumbai,1968,1,True,147.51,1,1,5,16.55,Sedan,1375000
13018,Audi,A3,"['35', 'TDI', 'Attraction']",43500,2016,2016,Mumbai,1968,1,True,143.0,1,2,5,20.38,Sedan,1650000
13019,Tata,Hexa,['XTA'],56320,2018,2018,Mumbai,2179,2,True,153.86,1,1,7,17.6,MUV,1195000
13020,Honda,Amaze,"['VX', 'i-VTEC']",29000,2018,2018,Mumbai,1198,2,False,86.7,0,1,5,17.8,Sedan,675000
13021,Kia,Sonet,"['HTK', 'Plus', 'Turbo', 'iMT', 'BSVI']",15000,2022,2022,Mumbai,998,2,False,118.36,0,1,5,18.2,SUV,950000
13023,Mahindra,Xylo,"['H8', 'Airbag']",85321,2013,2013,Mumbai,2179,1,False,118.3,1,1,8,14.02,MUV,425000
13024,Maruti,Swift,"['Dzire', 'VXi']",46500,2011,2011,Mumbai,1298,2,False,85.8,0,1,5,17.5,Sedan,325000
13025,Toyota,Fortuner,"['4x2', 'Manual']",92000,2015,2015,Mumbai,2982,2,False,168.5,1,1,7,13.0,SUV,1775000
13026,Audi,Q3,"['2.0', 'TDI', 'Quattro', 'Premium', 'Plus']",62000,2014,2014,Mumbai,1968,2,True,174.33,1,2,5,15.73,SUV,1495000
13027,Maruti,Wagon,"['R', 'VXI', 'BS', 'IV']",42000,2012,2012,Mumbai,998,1,False,67.1,0,1,5,18.9,Hatchback,311000
13029,Maruti,Swift,"['Dzire', 'VXI', '1.2', 'BS', 'IV']",79800,2015,2015,Mumbai,1197,2,False,81.8,0,1,5,22.0,Sedan,484999
13031,Tata,Hexa,['XMA'],121000,2018,2018,Mumbai,2179,1,True,153.86,1,1,7,17.6,MUV,898000
13032,Skoda,Rapid,"['1.6', 'MPI', 'AT', 'Ambition', 'Plus']",54900,2015,2015,Mumbai,1598,2,True,103.6,0,2,5,14.3,Sedan,535000
13033,Hyundai,i20,['Magna'],15000,2013,2013,Mumbai,1197,2,False,82.85,0,1,5,18.5,Hatchback,375000
13034,Hyundai,Verna,"['1.4', 'VTVT']",100700,2015,2015,Mumbai,1396,2,False,105.5,0,2,5,17.43,Sedan,455000
13035,Jeep,Compass,"['1.4', 'Limited', 'Plus', 'BSIV']",27237,2019,2019,Mumbai,1368,2,True,160.77,0,1,5,16.0,SUV,1645000
13036,Hyundai,Creta,"['1.6', 'CRDi', 'AT', 'SX', 'Plus']",88000,2016,2016,Mumbai,1582,1,True,126.2,1,1,5,17.01,SUV,985000
13037,Maruti,Wagon,"['R', 'ZXI', 'Plus', 'AT']",4000,2022,2022,Mumbai,1197,2,True,88.5,0,1,5,24.43,Hatchback,740000
13038,Tata,Nano,['Lx'],29882,2014,2014,Mumbai,624,1,False,35.0,0,1,4,26.0,Hatchback,199000
13039,Maruti,S-Presso,"['VXI', 'BSVI']",15689,2022,2022,Mumbai,998,1,False,65.71,0,1,5,24.76,Hatchback,500000
13041,Honda,Civic,"['1.8', 'V', 'AT']",32163,2019,2019,Mumbai,1799,1,True,130.2,0,1,5,13.9,Sedan,1395000
13042,Hyundai,i20,"['Asta', 'Opt', 'Turbo', 'DCT', 'DT']",9000,2022,2022,Mumbai,998,2,True,118.41,0,1,5,20.28,Hatchback,1145000
13043,Honda,City,"['1.5', 'V', 'AT']",83028,2011,2011,Mumbai,1497,2,True,118.0,0,1,5,16.8,Sedan,345000
13044,Audi,A4,"['2.0', 'TDI', 'Premium', 'Plus']",71000,2014,2014,Mumbai,1968,2,True,174.33,1,2,5,17.11,Sedan,1250000
13045,Mercedes-Benz,S-Class,"['S', '350', 'CDI']",113000,2015,2015,Mumbai,2987,2,True,254.79,1,3,5,13.5,Sedan,3550000
13046,Jaguar,F-Pace,"['Prestige', '2.0', 'AWD']",42000,2019,2019,Mumbai,1999,2,True,177.0,1,1,5,16.38,SUV,5275000
13047,Mahindra,Xylo,['E8'],75000,2009,2009,Mumbai,2498,2,False,112.0,1,2,8,14.0,MUV,170000
13048,Hyundai,i10,"['Magna', '1.1L']",38400,2016,2016,Mumbai,1086,1,False,68.05,0,1,5,19.81,Hatchback,358000
13049,Hyundai,Elantra,"['2.0', 'S']",50957,2018,2018,Mumbai,1999,1,False,149.92,0,1,5,14.59,Sedan,950000
13050,Maruti,Wagon,"['R', 'LXI', 'BS', 'IV']",19455,2014,2014,Mumbai,998,2,False,67.04,0,1,5,20.51,Hatchback,349000
13051,Mahindra,Xylo,"['E8', 'ABS', 'Airbag', 'BSIV']",74000,2009,2009,Mumbai,2498,2,False,112.0,1,2,8,12.2,MUV,245000
13052,Maruti,Ignis,"['1.2', 'Delta', 'BSIV']",46000,2017,2017,Mumbai,1197,2,False,81.8,0,1,5,20.89,Hatchback,545000
13053,Hyundai,Venue,['S'],27064,2021,2021,Mumbai,1197,2,False,81.86,0,1,5,17.52,SUV,850000
13054,Honda,Jazz,['VX'],33152,2015,2015,Mumbai,1199,1,False,88.7,0,2,5,18.2,Hatchback,500000
13055,Kia,Seltos,"['GTX', 'Plus']",48207,2019,2019,Mumbai,1353,2,False,138.08,0,1,5,16.5,SUV,1411000
13056,Hyundai,Verna,"['1.6', 'SX', 'VTVT', '(O)', 'AT']",57000,2012,2012,Mumbai,1591,2,True,121.4,0,1,5,17.1,Sedan,445000
13057,Volkswagen,Polo,"['1.2', 'MPI', 'Highline']",27000,2015,2015,Mumbai,1198,2,False,74.0,0,2,5,16.47,Hatchback,515000
13058,Skoda,Superb,"['Elegance', '1.8', 'TSI', 'AT']",69000,2013,2013,Mumbai,1798,1,True,157.75,0,2,5,13.7,Sedan,545000
13059,Hyundai,i20,"['Magna', '1.4', 'CRDi']",69786,2014,2014,Mumbai,1396,1,False,88.73,1,1,5,22.54,Hatchback,411000
13060,Hyundai,i20,"['Magna', 'Plus', 'BSIV']",17000,2019,2019,Mumbai,1197,1,False,81.86,0,1,5,18.6,Hatchback,645000
13061,Honda,City,"['i', 'VTEC', 'V']",60970,2014,2014,Mumbai,1497,2,False,117.3,0,2,5,17.4,Sedan,475000
13062,MG,Hector,"['Sharp', 'DCT']",20730,2019,2019,Mumbai,1451,3,True,141.0,0,1,5,13.96,SUV,1575000
13063,Maruti,Alto,"['K10', 'LXI']",39081,2015,2015,Mumbai,998,2,False,67.1,0,1,5,20.92,Hatchback,325000
13064,Hyundai,Grand,"['i10', '1.2', 'CRDi', 'Sportz']",78490,2017,2017,Mumbai,1186,2,False,73.97,1,1,5,24.0,Hatchback,400000
13065,Skoda,Rapid,"['1.6', 'MPI', 'AT', 'Style', 'Plus']",45007,2016,2016,Mumbai,1598,2,True,103.52,0,1,5,14.3,Sedan,565000
13066,Skoda,Rapid,"['1.6', 'MPI', 'AT', 'Elegance']",47005,2015,2015,Mumbai,1598,2,True,103.52,0,1,5,14.3,Sedan,495000
13067,Honda,City,"['1.5', 'S', 'MT']",80004,2008,2008,Mumbai,1497,1,False,118.0,0,2,5,17.0,Sedan,225000
13068,Maruti,Vitara,"['Brezza', 'ZDi', 'Plus', 'AMT']",63001,2018,2018,Mumbai,1248,2,True,88.5,1,1,5,24.3,SUV,894999
13069,Honda,Amaze,"['VX', 'AT', 'i-Vtech']",51657,2015,2015,Mumbai,1198,1,True,86.7,0,1,5,15.5,Sedan,525000
13070,Maruti,Ertiga,['ZDI'],90800,2013,2013,Mumbai,1248,2,False,88.5,1,1,7,25.47,MUV,575000
13072,Skoda,Superb,"['Style', '1.8', 'TSI', 'AT']",36200,2016,2017,Mumbai,1798,2,True,177.46,0,1,5,14.67,Sedan,1450000
13073,Toyota,Innova,"['2.5', 'VX', '(Diesel)', '7', 'Seater', 'BS', 'IV']",72372,2013,2013,Mumbai,2494,2,False,100.6,1,2,7,12.99,MUV,795000
13074,Mahindra,Scorpio,"['S8', '7', 'Seater']",69457,2015,2015,Mumbai,2179,1,False,120.0,1,2,7,15.4,SUV,850000
13075,Honda,City,"['i', 'VTEC', 'SV']",55000,2014,2014,Mumbai,1497,2,False,117.3,0,1,5,17.4,Sedan,590000
13076,Toyota,Yaris,"['J', 'CVT']",26000,2019,2019,Mumbai,1496,2,True,105.94,0,1,5,17.8,Sedan,875000
13077,Hyundai,Grand,"['i10', '1.2', 'Kappa', 'Sportz', 'Option', 'AT']",39000,2017,2017,Mumbai,1197,2,True,81.86,0,1,5,18.9,Hatchback,545000
13078,Hyundai,Grand,"['i10', '1.2', 'Kappa', 'Magna', 'AT']",45000,2018,2018,Mumbai,1197,3,True,81.86,0,1,5,18.9,Hatchback,550000
13079,Mercedes-Benz,C-Class,"['C', '200', 'CGI', 'Elegance']",74000,2011,2011,Mumbai,1796,1,True,186.0,0,2,5,11.74,Sedan,700000
13080,Tata,Tigor,"['1.2', 'Revotron', 'XZA']",31000,2018,2018,Mumbai,1199,1,True,84.0,0,1,5,20.3,Sedan,595000
13081,Maruti,Celerio,"['ZXI', 'AT']",49262,2016,2016,Mumbai,998,2,True,67.04,0,2,5,23.1,Hatchback,399000
13082,Mercedes-Benz,C-Class,"['Prime', 'C', '220d']",35000,2019,2019,Mumbai,1950,1,True,194.0,1,1,5,12.6,Sedan,3850000
13083,Volkswagen,Polo,"['GT', 'TDI']",52000,2014,2014,Mumbai,1598,1,False,103.6,1,1,5,19.7,Hatchback,475000
13084,Audi,Q7,"['45', 'TDI', 'Quattro', 'Technology']",81000,2016,2016,Mumbai,2967,2,True,245.0,1,2,7,14.75,SUV,4300000
13085,Honda,City,"['1.5', 'S', 'AT']",56000,2012,2012,Mumbai,1497,2,True,116.4,0,2,5,16.8,Sedan,365000
13086,Honda,Jazz,"['1.2', 'V', 'AT', 'i', 'VTEC']",24772,2018,2018,Mumbai,1199,1,True,88.7,0,1,5,19.0,Hatchback,775000
13087,Hyundai,Verna,"['1.6', 'SX', 'VTVT']",84000,2013,2013,Mumbai,1591,1,False,121.3,0,2,5,17.01,Sedan,425000
13088,Toyota,Corolla,['H4'],90000,2006,2006,Mumbai,1794,2,True,125.0,0,4,5,11.3,Sedan,295000
13089,Ford,Ecosport,"['1.5', 'Petrol', 'Titanium', 'Plus', 'BSIV']",22000,2019,2019,Mumbai,1497,2,False,121.36,0,1,5,17.0,SUV,844999
13090,Maruti,Wagon,"['R', 'VXI', '1.2', 'BSIV']",66000,2015,2015,Mumbai,1197,2,False,81.8,0,2,5,21.5,Hatchback,346000
13091,Hyundai,Creta,"['1.6', 'VTVT', 'SX', 'Plus', 'SE']",38500,2015,2015,Mumbai,1591,2,False,121.3,0,1,5,13.0,SUV,775000
13092,Skoda,Superb,"['Elegance', '1.8', 'TSI', 'AT']",63500,2015,2015,Mumbai,1798,2,True,157.75,0,1,5,13.7,Sedan,1200000
13093,Ford,Ecosport,"['1.5', 'Petrol', 'Titanium', 'AT']",59500,2015,2015,Mumbai,1496,1,True,120.69,0,1,5,14.7,SUV,525000
13094,Hyundai,i20,['Magna'],69000,2010,2010,Mumbai,1197,1,False,80.0,0,1,5,18.5,Hatchback,225000
13095,Mahindra,KUV,"['100', 'mFALCON', 'G80', 'K6']",40160,2016,2016,Mumbai,1198,2,False,82.0,0,1,6,18.15,SUV,390000
13096,Nissan,Terrano,"['XL', '85', 'PS']",76262,2015,2015,Mumbai,1461,2,False,83.8,1,1,5,20.45,SUV,599000
13097,Honda,Amaze,"['VX', 'i-Vtech']",78446,2013,2013,Mumbai,1198,1,False,86.7,0,1,5,18.0,Sedan,395000
13098,BMW,7,"['Series', '730Ld', 'Design', 'Pure', 'Excellence']",6275000,2017,2017,Mumbai,2993,2,True,261.49,1,1,5,16.77,Sedan,6275000
13099,Volvo,XC60,"['D3', 'Kinetic']",89000,2012,2012,Mumbai,1985,1,True,163.0,1,2,5,14.7,SUV,1775000
13100,Toyota,Fortuner,"['2.8', '4WD', 'AT']",115000,2018,2018,Mumbai,2755,2,True,174.5,1,1,7,15.04,SUV,3100000
13101,Tata,New,"['Safari', 'XZA', 'Plus', 'Gold', 'AT']",45000,2022,2022,Mumbai,1956,2,True,167.67,1,1,7,14.08,SUV,2525000
13102,Mercedes-Benz,S-Class,"['S', '500', 'L']",72000,2011,2011,Mumbai,5461,1,True,362.9,0,1,5,7.81,Sedan,1750000
13103,Skoda,Rapid,"['1.6', 'MPI', 'Ambition']",80759,2015,2015,Mumbai,1598,2,False,105.0,0,1,5,15.0,Sedan,465000
13104,Hyundai,Creta,"['1.6', 'VTVT', 'AT', 'SX', 'Plus']",64000,2017,2017,Mumbai,1591,1,True,121.3,0,1,5,13.0,SUV,975000
13106,Mercedes-Benz,GLA,"['Class', '200', 'Sport', 'Edition']",37500,2016,2016,Mumbai,1991,2,True,183.0,0,1,5,13.7,SUV,1975000
13107,Mercedes-Benz,CLA,"['200', 'CGI', 'Sport']",21000,2019,2019,Mumbai,1991,2,True,183.0,0,1,5,15.04,Sedan,2875000
13108,Mercedes-Benz,CLA,"['200', 'CGI', 'Sport']",26400,2017,2017,Mumbai,1991,2,True,183.0,0,1,5,15.04,Sedan,2325000
13109,Audi,A4,"['35', 'TDI', 'Premium', 'Plus']",29000,2017,2017,Mumbai,1968,2,True,187.74,1,1,5,18.25,Sedan,2750000
13110,Honda,City,"['1.5', 'V', 'AT']",69000,2010,2010,Mumbai,1497,2,True,118.0,0,1,5,16.8,Sedan,324000
13111,Hyundai,Verna,"['VTVT', '1.4', 'EX']",59000,2019,2019,Mumbai,1368,2,False,98.6,0,1,5,19.1,Sedan,821000
13112,Audi,Q3,"['35', 'TDI', 'Quattro', 'Premium', 'Plus']",70000,2016,2016,Mumbai,1968,2,True,174.33,1,1,5,15.73,SUV,1595000
13113,Tata,Zest,"['Revotron', '1.2', 'XT']",29000,2015,2015,Mumbai,1193,2,False,88.7,0,1,5,17.57,Sedan,400000
13114,Mahindra,Bolero,"['Plus', '-', 'Non-AC', 'BSIII', 'PS']",150000,2016,2016,Delhi,2523,1,False,63.0,1,1,9,15.96,SUV,340000
13115,Datsun,RediGO,['A'],51271,2019,2019,Delhi,799,3,False,53.64,0,2,5,22.7,Hatchback,252999
13116,Maruti,Alto,"['800', 'LXI']",21387,2018,2018,Delhi,796,1,False,47.33,0,1,5,22.05,Hatchback,326000
13117,Maruti,Celerio,"['ZXI', 'AMT']",14476,2016,2016,Delhi,998,3,True,65.71,0,1,5,26.0,Hatchback,443000
13118,Hyundai,i20,"['Sportz', '1.2']",74411,2016,2016,Delhi,1197,2,False,81.83,0,1,5,18.6,Hatchback,523000
13119,Maruti,Wagon,"['R', 'VXI', 'BS', 'IV']",65797,2015,2015,Delhi,998,2,False,67.04,0,1,5,20.51,Hatchback,339000
13120,Hyundai,Verna,"['VTVT', '1.6', 'AT', 'SX', 'Plus']",30000,2020,2021,Delhi,1591,2,True,121.3,0,1,5,17.0,Sedan,1199000
13121,Maruti,Ciaz,"['VXi', 'Option', 'SHVS']",97249,2014,2014,Delhi,1373,1,False,91.1,0,1,5,20.73,Sedan,516000
13123,Maruti,Baleno,"['Zeta', 'CVT']",10000,2021,2021,Delhi,1197,1,True,81.8,0,1,5,19.56,Hatchback,799000
13124,Maruti,Celerio,"['ZXI', 'AMT', 'BSVI']",8574,2022,2022,Lucknow,998,0,True,65.71,0,1,5,26.0,Hatchback,600000
13125,Mercedes-Benz,E-Class,"['Exclusive', 'E', '200', 'BSVI']",10000,2022,2022,Delhi,1991,1,True,194.44,0,1,5,15.0,Sedan,5875000
13126,Hyundai,i20,"['1.4', 'Asta', 'AT', '(O)', 'with', 'Sunroof']",60000,2010,2010,Delhi,1396,1,True,100.0,0,3,5,15.0,Hatchback,150000
13127,Audi,A6,"['35', 'TDI', 'Technology']",31000,2015,2015,Delhi,1968,2,True,174.33,1,1,5,17.68,Sedan,1525000
13128,Volkswagen,Polo,"['Petrol', 'Trendline', '1.2L']",60000,2011,2011,Delhi,1198,1,False,73.9,0,2,5,16.47,Hatchback,190000
13129,Fiat,Linea,"['T', 'Jet', 'Plus']",70000,2011,2011,Delhi,1368,1,False,112.0,0,3,5,14.6,Sedan,160000
13130,Datsun,GO,['T'],21637,2018,2018,Delhi,1198,2,False,67.05,0,2,5,19.02,Hatchback,285000
13131,Honda,City,['S'],71619,2010,2010,Delhi,1497,2,False,116.4,0,1,5,16.8,Sedan,254999
13132,Hyundai,Grand,"['i10', '1.2', 'Kappa', 'Sportz', 'BSIV']",55666,2017,2018,Delhi,1197,1,False,81.86,0,1,5,18.9,Hatchback,463000
13133,Renault,Duster,"['110PS', 'Diesel', 'RXZ', 'Optional', 'with', 'Nav']",100000,2014,2014,Delhi,1461,1,False,108.45,1,1,5,19.01,SUV,350000
13134,Maruti,Swift,"['AMT', 'ZXI']",66154,2018,2018,Delhi,1197,1,True,81.8,0,2,5,21.21,Hatchback,590000
13135,Ford,Ecosport,"['1.5', 'Petrol', 'Titanium', 'BSIV']",93198,2018,2018,Delhi,1497,1,False,121.31,0,2,5,17.0,SUV,682000
13136,Maruti,Baleno,"['Zeta', 'CVT']",30854,2021,2021,Delhi,1197,2,True,81.8,0,2,5,19.56,Hatchback,810000
13137,Maruti,Baleno,"['1.2', 'Zeta']",72687,2019,2019,Delhi,1197,1,False,83.1,0,1,5,21.4,Hatchback,627000
13138,Hyundai,Creta,"['1.4', 'CRDi', 'S']",80000,2017,2017,Delhi,1396,1,False,88.7,1,1,5,21.38,SUV,640000
13139,Maruti,Swift,['VDI'],70000,2019,2019,Delhi,1248,1,False,74.0,1,1,5,28.4,Hatchback,650000
13140,Audi,Q7,"['35', 'TDI', 'Quattro', 'Premium', 'Plus']",44000,2015,2015,Delhi,2967,2,True,241.4,1,1,7,12.07,SUV,2350000
13141,Ford,Ecosport,"['1.5', 'DV5', 'MT', 'Ambiente']",40000,2014,2014,Delhi,1498,1,False,89.84,1,1,5,22.7,SUV,400000
13142,Maruti,SX4,"['S', 'Cross', 'Zeta', 'DDiS', '200', 'SH']",60000,2017,2017,Delhi,1248,1,False,88.5,1,1,5,25.1,SUV,650000
13143,Jaguar,XE,['Portfolio'],40000,2018,2018,Delhi,1999,1,True,246.74,0,1,5,13.5,Sedan,2500000
13144,MG,Hector,"['Sharp', 'DCT']",70000,2019,2019,Delhi,1451,1,True,141.0,0,1,5,13.96,SUV,1275000
13145,Mahindra,KUV,"['100', 'mFALCON', 'G80', 'K4']",40000,2016,2016,Delhi,1198,1,False,82.0,0,1,6,18.15,SUV,300000
13146,Maruti,Ciaz,"['VXi', 'Plus']",50000,2016,2016,Delhi,1373,1,False,91.1,0,1,5,20.73,Sedan,600000
13147,Renault,KWID,"['1.0', 'RXT']",9688,2019,2019,Delhi,999,2,False,67.06,0,1,5,21.46,Hatchback,388000
13148,Honda,Jazz,"['1.2', 'VX', 'i', 'VTEC']",62000,2016,2016,Delhi,1199,1,False,88.7,0,1,5,18.7,Hatchback,521000
13149,Maruti,Swift,"['VVT', 'VXI']",72315,2017,2017,Delhi,1197,2,False,81.8,0,1,5,22.0,Hatchback,475000
13150,Maruti,Ciaz,"['Delta', 'BSIV']",42000,2019,2019,Delhi,1462,1,False,103.25,0,1,5,21.56,Sedan,735000
13151,Hyundai,Grand,"['i10', '1.2', 'Kappa', 'Sportz', 'Option']",70154,2017,2017,Delhi,1197,1,False,81.86,0,1,5,18.9,Hatchback,451000
13152,Maruti,Swift,"['ZXI', 'BSIV']",31081,2016,2016,Delhi,1197,1,False,81.8,0,2,5,22.0,Hatchback,480000
13153,Hyundai,Grand,"['i10', 'Sportz']",53746,2016,2016,Delhi,1197,1,False,82.0,0,1,5,18.9,Hatchback,417000
13154,Tata,New,"['Safari', 'XT', 'Plus', 'BSVI']",20000,2021,2021,Delhi,1956,1,False,167.67,1,1,7,16.14,SUV,1760000
13155,Maruti,Swift,"['VDI', 'BSIV']",70000,2014,2014,Delhi,1248,1,False,74.0,1,1,5,25.2,Hatchback,400000
13156,Hyundai,Xcent,"['VTVT', 'Plus', 'ABS']",80000,2016,2016,Delhi,1197,1,False,82.0,0,3,5,19.1,Sedan,390000
13157,Jaguar,XE,['Portfolio'],30000,2018,2018,Delhi,1999,1,True,246.74,0,1,5,13.5,Sedan,2500000
13158,Hyundai,Verna,"['VTVT', '1.4', 'EX']",20000,2019,2019,Delhi,1368,1,False,98.6,0,1,5,19.1,Sedan,750000
13159,Hyundai,Verna,"['CRDi', '1.6', 'SX', 'Option']",90000,2018,2018,Delhi,1582,1,False,126.2,1,2,5,22.0,Sedan,800000
13160,Porsche,Cayenne,"['S', 'Tiptronic']",100000,2008,2008,Delhi,4806,1,True,400.0,0,5,5,8.9,SUV,600000
13161,MG,Hector,"['Sharp', 'Diesel', 'Dualtone']",50000,2020,2020,Delhi,1956,1,False,167.68,1,1,5,17.41,SUV,1500000
13162,Renault,KWID,"['Climber', '1.0', 'AMT']",35437,2017,2018,Delhi,999,3,True,67.0,0,1,5,24.04,Hatchback,386000
13163,Maruti,Baleno,"['1.2', 'Alpha']",81287,2016,2016,Delhi,1197,2,False,83.1,0,1,5,21.4,Hatchback,530000
13164,Hyundai,Grand,"['i10', 'Sportz']",56641,2014,2014,Delhi,1197,1,False,82.0,0,1,5,18.9,Hatchback,372000
13165,MG,Hector,"['Hybrid', 'Sharp', 'Dualtone']",90000,2021,2021,Delhi,1451,1,False,141.0,0,1,5,15.81,SUV,1600000
13166,Maruti,Ciaz,"['1.4', 'Sigma']",69104,2017,2017,Delhi,1373,1,False,91.1,0,1,5,20.73,Sedan,559000
13167,Renault,KWID,"['CLIMBER', 'BSVI']",6555,2022,2022,Delhi,999,1,False,67.06,0,1,5,21.46,Hatchback,499000
13168,Maruti,Swift,"['VVT', 'VXI']",34408,2014,2014,Delhi,1197,1,False,81.8,0,2,5,22.0,Hatchback,360000
13169,Maruti,Alto,['LXi'],59282,2011,2011,Delhi,796,1,False,46.3,0,2,5,19.7,Hatchback,155000
13170,Ford,Ecosport,"['1.5', 'DV5', 'MT', 'Trend']",92340,2013,2013,Lucknow,1498,0,False,89.84,1,2,5,22.7,SUV,250999
13171,Hyundai,i10,"['Magna', '1.1']",90000,2010,2010,Delhi,1086,1,False,68.05,0,1,5,19.81,Hatchback,215000
13172,Renault,KWID,"['1.0', 'RXT']",50000,2017,2017,Delhi,999,1,False,67.0,0,1,5,23.01,Hatchback,350000
13173,Hyundai,Creta,"['1.6', 'VTVT', 'S']",90000,2015,2015,Delhi,1591,1,False,121.3,0,2,5,15.29,SUV,690000
13174,Maruti,Alto,"['K10', 'LXI']",90000,2012,2012,Delhi,998,1,False,67.1,0,2,5,20.92,Hatchback,150000
13176,Hyundai,Xcent,"['1.2', 'VTVT', 'S']",50655,2019,2019,Delhi,1197,1,False,81.86,0,1,5,20.14,Sedan,517000
13177,Maruti,Wagon,"['R', 'CNG', 'LXI']",95323,2021,2021,Delhi,998,1,False,58.33,2,1,5,32.52,Hatchback,526000
13178,Tata,Altroz,"['XZ', 'BSVI']",24255,2020,2020,Delhi,1199,1,False,86.83,0,1,5,19.33,Hatchback,698000
13180,Jeep,Compass,"['1.4', 'Sport']",45427,2018,2018,Delhi,1368,1,False,160.0,0,1,5,16.0,SUV,941000
13181,Maruti,Vitara,"['Brezza', 'VXI']",35982,2020,2020,Delhi,1462,3,False,103.26,0,1,5,17.03,SUV,802999
13182,Maruti,Ciaz,"['AT', 'ZXi', 'Plus']",37999,2016,2016,Delhi,1373,1,True,91.1,0,1,5,19.12,Sedan,672000
13183,Maruti,Celerio,"['ZXI', 'AMT']",11466,2017,2017,Delhi,998,2,True,65.71,0,1,5,26.0,Hatchback,469000
13184,Maruti,Swift,"['Dzire', 'LXI', 'BSVI']",10000,2022,2022,Delhi,1197,1,False,88.5,0,1,5,22.41,Sedan,650000
13185,Volkswagen,Polo,"['1.2', 'MPI', 'Trendline']",30000,2015,2015,Delhi,1198,1,False,74.0,0,3,5,18.78,Hatchback,320000
13186,Audi,A6,"['45', 'TFSI', 'Premium', 'Plus', 'BSVI']",5500,2020,2020,Delhi,1984,1,True,241.3,0,1,5,14.11,Sedan,4950000
13187,Maruti,Swift,['LXI'],80000,2011,2011,Delhi,1197,1,False,85.8,0,2,5,18.6,Hatchback,250000
13188,MG,Gloster,"['Sharp', '7-Str']",33000,2021,2021,Delhi,1996,2,True,215.01,1,1,7,12.4,SUV,3450000
13189,Hyundai,Venue,"['S', 'Plus']",20000,2022,2022,Delhi,1197,1,False,81.86,0,1,5,17.52,SUV,850000
13190,Maruti,Swift,"['VDI', 'BSIV']",50000,2016,2016,Delhi,1248,1,False,74.0,1,1,5,25.2,Hatchback,400000
13191,Mahindra,Thar,['CRDe'],40000,2018,2018,Delhi,2498,1,False,105.0,1,2,6,16.55,SUV,793000
13192,Hyundai,i10,"['Sportz', '1.2']",90403,2010,2010,Delhi,1197,2,False,78.9,0,2,5,20.36,Hatchback,143000
13193,Datsun,RediGO,"['AMT', '1.0', 'T', 'Option']",8755,2021,2021,Delhi,999,3,True,67.05,0,1,5,22.0,Hatchback,462000
13194,Kia,Seltos,"['HTX', 'Diesel']",40000,2019,2019,Delhi,1493,1,False,113.43,1,1,5,20.8,SUV,1200000
13195,Honda,Brio,"['S', 'MT']",56176,2014,2014,Delhi,1198,1,False,86.8,0,3,5,19.4,Hatchback,313000
13196,Renault,Triber,['RXZ'],41387,2019,2020,Delhi,999,3,False,71.01,0,2,7,20.0,MUV,573000
13197,Hyundai,i10,"['Magna', '1.1L']",63002,2014,2014,Delhi,1086,1,False,68.05,0,1,5,19.81,Hatchback,287000
13198,Kia,Seltos,"['GTX', 'Plus', 'Diesel', 'AT']",36000,2021,2021,Delhi,1493,2,True,113.43,1,1,5,18.0,SUV,1875000
13199,Tata,Tiago,"['1.2', 'Revotron', 'XZ']",51297,2016,2016,Delhi,1199,2,False,84.0,0,2,5,23.84,Hatchback,374000
13200,Maruti,Wagon,"['R', 'LXI', 'CNG']",120000,2015,2015,Delhi,998,1,False,58.16,2,1,5,26.6,Hatchback,250000
13201,Maruti,Ciaz,"['ZXi', 'Plus']",120000,2016,2016,Delhi,1373,1,False,91.1,0,1,5,20.73,Sedan,449000
13202,Audi,Q7,"['3.0', 'TDI', 'Quattro', 'Technology']",58000,2013,2013,Delhi,2967,2,True,241.4,1,1,7,12.07,SUV,1414000
13203,Hyundai,i10,['Era'],70000,2012,2012,Delhi,1086,1,False,68.05,0,2,5,19.81,Hatchback,235000
13204,Maruti,Alto,"['800', 'LXI', 'Opt', 'S-CNG', 'BSVI']",40000,2021,2021,Delhi,796,1,False,40.36,2,1,4,31.59,Hatchback,400000
13205,Maruti,Alto,"['800', 'LXI', 'Opt', 'S-CNG', 'BSVI']",40000,2021,2021,Delhi,796,1,False,40.36,2,1,4,31.59,Hatchback,400000
13206,Honda,Amaze,"['S', 'i-VTEC']",100000,2017,2017,Delhi,1198,1,False,86.7,0,1,5,17.8,Sedan,499000
